                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5009,                   2.53,                 1.5149,                 1.3963,                0.00229,                0.68542,                 0.0023,                 0.0005,                  8e-05,                0.02403,                  4e-05,                  1e-05,                 3.1171,                 6.0573,                 4.3001,                 3.0613,             0.00066656,             0.00066656,             0.00066656
